county,state,d_2020_03_30,d_2020_04_30,d_2020_05_30,d_2020_06_30,d_2020_07_30,d_2020_08_30
Mohave,Arizona,0.03397002873,0.5677847659,1.858645858,5.197414396,14.22373631,17.49941766
Navajo,Arizona,0.8095303804,6.549836714,16.86214986,33.34713215,47.67030035,51.49717124
Pima,Arizona,0.1833833143,1.216998358,2.245710105,7.849198115,15.57679446,20.77919276
Pinal,Arizona,0.1524822442,0.9458664208,1.994181849,8.515180322,18.76246364,22.69126396
Santa Cruz,Arizona,0.04293319595,0.7083977331,6.375579598,38.23201099,55.42675597,59.11901082
Yavapai,Arizona,0.08457788956,0.3516659619,1.31763449,3.53446549,7.652073271,10.25173051
Yuma,Arizona,0.05773977645,0.3753085469,4.710603429,29.95250903,51.85031925,58.8464555
Arkansas,Arkansas,0.1103509159,0.1103509159,0.2758772898,1.544912823,10.09710881,15.55947914
Ashley,Arkansas,0.04869260359,0.7303890539,0.9251594683,3.457174855,10.42021717,18.89273019
Baxter,Arkansas,0.04852131299,0.1213032825,0.2668672214,0.4852131299,1.479900046,3.32370994
Benton,Arkansas,0.1467294772,0.3938528072,1.95768013,10.51432543,17.02061935,20.59618503
Boone,Arkansas,0.02681827934,0.1340913967,0.160909676,0.6972752628,3.808195666,9.547307445
Bradley,Arkansas,0.3653635367,1.09609061,1.644135915,4.749725977,12.23967848,26.39751553
Chicot,Arkansas,0.1847404397,0.8313319786,1.385553298,12.37760946,46.00036948,88.86015149
Clark,Arkansas,1.072146527,1.340183158,1.742238106,2.501675229,6.834934108,10.23006478
Cleburne,Arkansas,2.298850575,2.893380896,2.893380896,3.369005153,6.936187079,10.22592152
Cleveland,Arkansas,0.6078288354,1.337223438,2.309749575,3.039144177,7.658643326,16.53294432
Columbia,Arkansas,0.08371002846,0.544115185,1.046375356,3.473966181,7.450192533,12.26351917
Conway,Arkansas,0.09566631589,0.6218310533,0.6696642112,2.630823687,6.361810007,9.662297905
Craighead,Arkansas,0.07568518746,0.700087984,2.005657468,4.266752443,10.04720864,17.51166025
Crawford,Arkansas,0.03201434243,0.06402868485,0.3841721091,2.545140223,7.92354975,14.66256883
Crittenden,Arkansas,0.3468467549,3.815314304,7.487809357,15.22045172,23.15712158,33.48091323
Cross,Arkansas,0.1176609013,1.000117661,3.000352983,5.000588305,9.236380751,16.17837393
Desha,Arkansas,0.1682510305,1.346008244,1.59838479,3.953899218,11.60932111,20.10599815
Drew,Arkansas,0.108096422,0.8647713761,1.026916009,3.513133715,8.215328073,16.37660793
Faulkner,Arkansas,0.2940792053,0.6208338779,0.8332244151,3.896549471,9.459547772,13.71552738
Garland,Arkansas,0.3153739725,1.180109058,1.383576137,2.52299178,7.996256206,14.31390901
Grant,Arkansas,0.1658741568,0.7740793984,0.9952449408,2.211655424,6.745549043,10.61594604
Greene,Arkansas,0.08963987181,0.3585594873,1.434237949,2.554736347,6.274791027,14.16309975
Hempstead,Arkansas,0.04541738578,0.2725043147,0.7266781724,2.270869289,8.720138069,14.98773731
Hot Spring,Arkansas,0.1193317422,0.5668257757,0.9546539379,12.70883055,42.63126492,51.22315036
Howard,Arkansas,0.2240645306,0.9709462992,1.493763537,6.647247741,21.43550676,31.59309881
Independence,Arkansas,0.08050665522,0.2415199657,0.8319021039,1.475955346,8.02382997,20.39501932
Jefferson,Arkansas,0.4685902533,2.399750085,7.341247302,9.939793252,18.0336249,29.69158242
Johnson,Arkansas,0.1141074893,1.179110722,1.635540679,8.634133354,23.04971283,28.67901563
Lawrence,Arkansas,0.05999160118,3.539504469,5.039294499,5.939168516,10.378547,14.87791709
Lincoln,Arkansas,0.4381161008,59.437751,71.41292442,75.79408543,84.7754655,116.8309602
Lonoke,Arkansas,0.05539705842,0.5678198488,0.6509154364,1.911198515,5.442760989,9.929922721
Nevada,Arkansas,0.1184834123,0.1184834123,0.5924170616,11.96682464,15.16587678,19.1943128
Newton,Arkansas,0.127420999,0.3822629969,0.3822629969,0.6371049949,11.34046891,15.29051988
Perry,Arkansas,0.09688044953,0.6781631467,1.356326293,2.809533036,4.650261577,6.10346832
Pike,Arkansas,0.1850481125,0.2775721688,0.4626202813,0.74019245,6.384159882,16.09918579
Poinsett,Arkansas,0.2078656357,0.9146087969,1.371913195,2.411241374,5.861810925,20.20453979
Polk,Arkansas,0.09919158855,0.3967663542,0.8431285027,3.670088776,6.199474285,11.10945792
Pope,Arkansas,0.07856200113,0.6756332097,2.231160832,6.803469298,18.06926026,27.21387719
Pulaski,Arkansas,0.2516119686,1.316515149,2.226384692,5.174565334,11.82830406,17.8517421
Randolph,Arkansas,0.1136169971,0.9657444754,1.477020962,2.72680793,8.805317275,17.55382605
Saline,Arkansas,0.06779143964,0.567753307,0.9490801549,2.330330737,7.007940072,13.27864824
Searcy,Arkansas,0.5048592705,0.7572889057,0.8835037233,0.8835037233,3.15537044,12.62148176
Sebastian,Arkansas,0.0470732224,0.1019919819,0.2981304085,3.671711347,12.56070484,22.45392708
Sevier,Arkansas,0.1163264119,0.6397952655,9.887745013,40.71424417,53.91729192,67.29482929
St. Francis,Arkansas,0.03803149007,3.156613676,25.55716133,30.88156994,41.98676504,51.11432266
Stone,Arkansas,0.4017354973,0.5624296963,0.7231238952,1.124859393,4.017354973,15.5873373
Union,Arkansas,0.2013490386,1.258431491,4.303835699,6.241820195,9.966777409,17.36635458
Van Buren,Arkansas,1.198753297,1.678254615,1.678254615,2.097818269,2.996883241,7.07264445
Washington,Arkansas,0.07876462068,0.3763198544,1.977867142,15.65665627,25.62038078,30.11871579
White,Arkansas,0.1142074006,0.4314501802,0.558347292,1.091315162,3.083599817,6.649408659
Woodruff,Arkansas,0.1501501502,0.1501501502,0.1501501502,0.9009009009,2.552552553,4.054054054
Alameda,California,0.1849485916,0.9880148446,2.013749468,3.641175397,6.812678713,10.98801484
Alpine,California,0.872600349,0.872600349,1.745200698,0.872600349,1.745200698,1.745200698
Amador,California,0.02643474583,0.1850432208,0.2643474583,0.5551296624,2.987126279,6.291469508
Butte,California,0.03523065067,0.07046130133,0.1937685787,0.7706704833,3.994275019,8.578663437
Calaveras,California,0.06632032718,0.2873880844,0.3316016359,0.7074168233,2.387531778,5.217199072
Colusa,California,0.04658963846,0.1397689154,0.2329481923,2.143123369,14.5359672,20.54603056
Contra Costa,California,0.1650125701,0.7862363633,1.258331149,2.763739944,6.686097559,12.17916306
El Dorado,California,0.08035958234,0.2357214415,0.4821574941,0.9857442101,3.284028265,5.132298659
Fresno,California,0.05418502653,0.576610471,1.781971722,5.119973828,14.63200188,25.37597252
Glenn,California,0.07169229666,0.1792307417,0.5735383733,4.014768613,10.53876761,15.66476682
Humboldt,California,0.1546756231,0.3977373166,0.7439160922,0.9796122798,1.701431854,2.710506158
Imperial,California,0.183113597,1.847782661,9.066897501,34.63621432,51.59364318,59.19008301
Inyo,California,0.4423555433,1.105888858,1.105888858,1.603538844,2.432955488,8.847110865
Kern,California,0.08606504932,1.030515722,2.440397122,5.28280862,21.59893008,33.10107094
Kings,California,0.019990005,0.6396801599,4.970847909,16.10528069,27.62618691,41.87239713
Los Angeles,California,0.2449977481,2.295690297,5.313004924,10.25237343,18.40671844,23.84113292
Madera,California,0.1354725088,0.2967493049,0.6709114719,3.348106288,12.52153045,23.70123796
Marin,California,0.3803376938,0.9105053881,1.790276417,8.793868495,18.94773238,23.60014599
Mendocino,California,0.04575507309,0.1372652193,0.3431630482,0.9494177667,3.420191714,7.961382718
Merced,California,0.03344792344,0.4645544922,1.059184242,3.151537675,15.10731209,29.32267955
Mono,California,0.9171722873,1.834344575,2.469310004,2.892620291,9.947791731,11.42937773
Monterey,California,0.08310019113,0.4916761309,1.174944369,3.790292051,10.28826533,18.12045834
Napa,California,0.1067387746,0.483882445,0.8112146873,2.262862022,6.169501174,10.06190849
Nevada,California,0.1816493763,0.4137569128,0.4137569128,1.170629314,2.956848181,4.460501352
Orange,California,0.1466413752,0.7651266583,1.95184727,4.374906374,11.30718777,15.31011807
Placer,California,0.1499696114,0.3867637347,0.5630438043,1.799635337,4.793765474,7.822099206
Riverside,California,0.122100327,1.691362262,3.141041403,7.419587913,15.51135701,21.78420886
Sacramento,California,0.1483421113,0.7132341693,0.9264759543,2.133742334,6.399240276,11.64684247
San Benito,California,0.2861182173,0.8583546519,1.464252053,3.921502626,10.24976437,18.34522687
San Bernardino,California,0.05198057706,0.9637479963,2.435126133,5.877083262,14.83928402,22.18446736
San Diego,California,0.1825705387,1.098148166,2.255033785,4.30297263,8.698895766,11.61518006
San Francisco,California,0.4298633173,1.726349472,2.913645747,4.144617973,7.38583336,10.83968167
San Joaquin,California,0.1857385566,0.7415885017,1.171791776,5.266234369,15.49004933,23.89062184
San Luis Obispo,California,0.2735783695,0.6537457142,0.9593007763,2.170862127,6.182160559,10.36400135
San Mateo,California,0.4034284894,1.536683922,2.74696939,4.138732399,7.047595423,10.54136448
Santa Barbara,California,0.198315222,1.117776706,3.731931906,6.609756207,14.00601256,18.14584282
Santa Clara,California,0.4411611695,1.125273125,1.42076787,2.201123712,5.062428467,8.850795963
Santa Cruz,California,0.1643745548,0.4785125929,0.7743867916,1.384399028,3.930378244,6.377732727
Shasta,California,0.03350364352,0.1731021582,0.2177736829,0.6589049893,2.010218611,3.13817461
Siskiyou,California,0.06890215893,0.1148369316,0.1607717042,0.666054203,1.630684428,2.939825448
Solano,California,0.1094565936,0.6111326477,1.190340456,2.948486991,8.038218594,12.29790436
Sonoma,California,0.1456164463,0.4867179848,1.103094449,2.36377382,5.669067676,11.27829298
Stanislaus,California,0.06119031858,0.6934902772,1.331352992,4.450204988,16.21543442,26.96824222
Sutter,California,0.09387516689,0.312917223,0.4485146862,1.981809079,7.875083445,14.26902537
Tulare,California,0.09338142839,1.38986312,4.021916404,9.025423637,20.06832046,30.16437303
Tuolumne,California,0.01854186754,0.07416747015,0.07416747015,0.5562560261,2.48461025,3.356078024
Ventura,California,0.1485652838,0.6308129115,1.288744883,3.450016036,8.443460298,12.62215368
Yolo,California,0.1116398498,0.7628723073,0.9815003465,2.446773376,6.949580653,11.09886174
Yuba,California,0.07947756746,0.2384327024,0.3973878373,0.9934695932,6.159511478,12.04085147
Adams,Colorado,0.3077758668,3.188397051,6.485420878,8.418575179,11.80410971,15.16952818
Alamosa,Colorado,0.06081245439,0.6081245439,4.500121625,11.61517879,13.50036487,14.47336414
Arapahoe,Colorado,0.4837663409,3.882696086,6.837126239,8.170625017,10.67741424,12.87164014
Archuleta,Colorado,0.07747133561,0.6197706848,0.6197706848,0.6197706848,2.401611404,3.641152773
Baca,Colorado,0.2806623632,2.806623632,3.367948358,3.929273084,3.929273084,4.490597811
Boulder,Colorado,0.3114973678,1.806684734,3.033984363,4.311123571,5.806310937,7.148864592
Broomfield,Colorado,0.2722323049,2.268602541,3.569267998,4.506957048,5.92861464,8.045977011
Chaffee,Colorado,0.7827175955,3.44395742,3.757044458,4.017950324,14.66290962,16.48925068
Clear Creek,Colorado,0.3198635249,1.386075275,1.705938799,2.025802324,2.772150549,3.731741124
Costilla,Colorado,0.8136696501,0.8136696501,1.6273393,5.695687551,5.966910768,8.679142935
Crowley,Colorado,0.1776198934,0.3552397869,11.36767318,12.43339254,12.78863233,12.96625222
Delta,Colorado,0.03295327226,1.449943979,2.273775786,2.735121598,3.328280498,5.338430106
Denver,Colorado,0.6705921545,4.32784313,8.205740557,10.22616982,13.7420917,16.1879504
Douglas,Colorado,0.3682131619,1.454594144,2.175805048,2.893972868,4.850675869,6.353959357
Eagle,Colorado,3.918538551,10.11829203,10.79897713,12.73065107,18.50727597,21.68993874
El Paso,Colorado,0.3560254769,1.357256308,2.495084669,3.449814213,6.505820653,8.762586227
Elbert,Colorado,0.1589698752,1.152531595,2.066608378,2.265320722,3.298624911,4.808838725
Fremont,Colorado,0.04255138079,0.4680651887,0.5531679503,0.7659248543,2.14884473,3.340283392
Garfield,Colorado,0.5295705354,1.588711606,2.357443028,5.090710308,11.65055178,14.3325703
Grand,Colorado,0.2654984734,0.3318730917,0.9292446568,1.393866985,2.721359352,4.115226337
Gunnison,Colorado,4.837636814,10.03809639,10.70327145,11.30797605,14.8757332,17.53643345
Hinsdale,Colorado,1.138952164,3.416856492,3.416856492,3.416856492,3.416856492,3.416856492
Huerfano,Colorado,0.1519064256,0.3038128513,0.4557192769,0.6076257026,0.9114385539,1.367157831
Jefferson,Colorado,0.4435273926,2.34561127,3.849747645,4.701740976,6.69849078,8.374428279
Kit Carson,Colorado,0.1309757695,2.750491159,3.405370007,4.191224623,5.500982318,9.692206942
La Plata,Colorado,0.38111831,1.125206439,1.451879276,2.032630987,3.575252718,4.355637829
Larimer,Colorado,0.2720597585,1.073453178,1.703330662,2.176478068,3.94782367,5.730997957
Lincoln,Colorado,0.1802451334,0.5407354001,0.5407354001,0.7209805335,1.0814708,1.441961067
Logan,Colorado,0.2305316059,13.00198257,27.75600535,29.36972659,29.8307898,31.53672368
Mesa,Colorado,0.08000106668,0.3066707556,0.3600048001,0.6400085334,1.666688889,2.713369512
Mineral,Colorado,1.215066829,2.430133657,2.430133657,8.505467801,21.87120292,23.08626974
Moffat,Colorado,0.3062787136,0.4594180704,0.5359877489,1.071975498,1.837672282,2.603369066
Montezuma,Colorado,0.03859662665,0.6175460265,1.659654946,2.778957119,4.129839052,4.785981705
Montrose,Colorado,0.2423185034,2.326257633,4.095182708,5.015993021,6.421440341,8.287292818
Morgan,Colorado,0.1415578441,13.1648795,22.22458152,23.07392858,23.81710727,25.23268571
Otero,Colorado,0.1637107776,0.5457025921,0.9822646658,1.200545703,2.673942701,4.474761255
Park,Colorado,0.2299908004,0.632474701,1.322447102,1.552437902,2.357405704,2.472401104
Phillips,Colorado,0.2315886985,1.157943492,3.01065308,3.705419176,4.400185271,4.400185271
Pitkin,Colorado,1.61929756,3.629460048,3.23859512,5.527946842,9.045731197,11.00005584
Pueblo,Colorado,0.1275161672,0.8440355831,1.754865349,2.368157391,3.582597079,5.258523849
Rio Grande,Colorado,0.3523918597,0.6166857546,2.026253194,6.695445335,7.66452295,8.281208704
Routt,Colorado,0.6432419394,2.251346788,2.452359894,2.934791348,3.939856879,5.306746
San Miguel,Colorado,0.125502008,2.384538153,2.886546185,4.643574297,9.161646586,11.67168675
Summit,Colorado,0.4600874166,4.206513523,7.361398666,8.840251076,11.14068816,11.92940944
Teller,Colorado,0.3317712437,1.161199353,1.327084975,1.700327624,4.354497574,6.718367685
Washington,Colorado,0.2066115702,1.446280992,8.26446281,9.297520661,9.504132231,10.95041322
Weld,Colorado,0.7285098078,6.017829854,8.403275922,9.494346425,11.82896623,13.72648015
Yuma,Colorado,0.1986294567,0.794517827,3.476015493,5.164365875,5.660939517,6.256827888
Fairfield,Connecticut,1.530156256,11.95957422,16.41555867,17.6873356,18.83415859,19.88038308
Hartford,Connecticut,0.3688263498,6.259989047,11.40791077,13.03409967,14.03887206,14.96764387
Litchfield,Connecticut,0.617381755,5.261403806,7.545169944,8.140697477,8.736225011,9.222481438
Middlesex,Connecticut,0.3060574898,4.021595416,6.757749376,7.988100485,8.42882327,8.851182606
New Haven,Connecticut,0.4340545466,8.769531,13.16011493,14.38198429,15.14303436,15.85171859
New London,Connecticut,0.0892588171,2.097582202,4.0017703,4.715840837,5.191887861,5.779508407
Tolland,Connecticut,0.3305369904,2.888893296,5.50674626,6.035605445,6.683457946,7.443693024
Windham,Connecticut,0.0858089207,1.596045925,3.269319878,5.234344162,5.877911068,6.770323843
Kent,Delaware,0.1544428047,4.341558843,8.191188752,9.666975552,12.30394344,14.91803091
New Castle,Delaware,0.281013739,3.123575792,6.706500965,9.123939669,12.14663873,14.66135142
Sussex,Delaware,0.3689532659,10.09383256,19.19923476,21.32185479,25.43044548,28.77379976
District of Columbia,District of Columbia,0.585830784,6.315577255,12.73488016,15.08696884,17.61436849,20.39304717
Alachua,Florida,0.3040114308,1.01463815,1.440254154,4.548771034,13.10289267,19.734142
Baker,Florida,0.2879251395,0.7198128487,1.043728631,2.267410473,12.34479035,41.42522944
Bay,Florida,0.03287995528,0.3945594634,0.5315592771,2.104317138,18.39633498,29.34536009
Bradford,Florida,0.07413173209,1.705029838,1.890359168,3.076466882,11.71281367,27.02101635
Brevard,Florida,0.05547773263,0.4940985562,0.7281452407,3.108486706,9.245710878,12.48422352
Broward,Florida,0.5955526828,2.594346911,3.701645391,8.183742407,28.44824741,37.16311596
Charlotte,Florida,0.1130237237,1.333679939,2.543033783,4.379669293,10.6750907,15.0095505
Citrus,Florida,0.1188088366,0.6918867542,0.8456393663,2.033727732,8.330596071,14.5505881
Clay,Florida,0.164020628,1.31698916,1.833171725,3.439609052,13.30496741,19.10357903
Collier,Florida,0.3489758794,1.637713576,4.160232138,11.60963064,25.70605789,31.88595358
Columbia,Florida,0.04341219883,0.8393025107,2.083785544,4.153100355,35.26517618,48.25989436
DeSoto,Florida,0.1923129756,0.7967251848,4.752877826,16.59386247,34.36907607,40.60551114
Duval,Florida,0.1763632173,1.094966724,1.739828549,6.715868037,22.52255664,28.55461147
Escambia,Florida,0.260013739,1.624283357,2.60013739,6.266010105,24.38993073,35.79522474
Flagler,Florida,0.1400050402,1.241378023,1.726728829,2.893437497,8.092291322,12.22710684
Gadsden,Florida,0.02173109938,2.042723341,5.823934633,8.214355564,28.55466458,50.32922616
Glades,Florida,0.2245004864,0.4490009728,2.170171369,13.09586171,29.11022974,33.97440694
Hendry,Florida,0.07476262865,2.068432726,10.09295487,23.74959504,40.32197772,49.06920527
Hernando,Florida,0.1149450453,0.4926216228,0.6185138153,2.041642948,8.85076849,14.2367649
Highlands,Florida,0.1371191271,0.7933320927,1.243866368,3.427978178,11.08706085,17.83528075
Hillsborough,Florida,0.1972611164,0.8151525546,1.544003371,7.797615896,20.84440812,26.84274155
Holmes,Florida,0.05146680391,0.5146680391,0.9778692743,9.109624292,21.25579002,32.01235203
Indian River,Florida,0.1655804589,0.5960896519,0.8345255126,4.616383193,14.35251417,18.77020082
Jackson,Florida,0.04126093415,0.288826539,5.136986301,7.488859548,32.03911537,48.17214062
Lake,Florida,0.1490926223,0.6768805052,0.8885920289,3.882371885,13.14400558,19.03912787
Lee,Florida,0.2365451057,1.419270634,2.633999324,7.773985326,21.06086306,25.92673502
Leon,Florida,0.07289085116,0.7566764549,1.405752129,3.863215111,14.23454193,21.8429584
Levy,Florida,0.05004879758,0.475463577,0.7757563625,4.354245389,13.66332174,22.6971297
Manatee,Florida,0.1123436217,1.551411919,2.773817517,7.639366275,22.30020891,27.86656788
Marion,Florida,0.06602156896,0.5023380247,0.7004027316,1.928978015,13.43969504,24.31028989
Martin,Florida,0.1713404535,1.21207506,3.972560144,13.04091229,22.59790203,28.23944511
Miami-Dade,Florida,0.6260320322,4.44224965,6.564129985,13.55874906,42.68617824,57.65313112
Monroe,Florida,0.3406485424,1.035047494,1.415001638,3.393383557,16.11529643,22.62692434
Nassau,Florida,0.08687234729,0.6949787783,0.9307751495,2.25868103,12.86951773,20.58874631
Okaloosa,Florida,0.1743574926,0.762191325,1.051126598,3.31279236,13.46538007,20.58912906
Orange,Florida,0.2263104434,1.047537303,1.494859952,7.805818071,21.63951698,27.0732383
Osceola,Florida,0.2775981265,1.411616005,2.061313748,5.983125578,24.45521368,32.75362576
Palm Beach,Florida,0.3194408817,2.047325651,4.076674109,9.782358428,22.60562811,28.94535417
Pasco,Florida,0.07442326863,0.4876682602,0.7461911934,3.901346082,12.14470234,15.72289475
Pinellas,Florida,0.1346731045,0.7610596372,1.317499674,6.772282396,16.82265431,20.7626256
Polk,Florida,0.09421673738,0.7223283199,1.502981287,5.736752454,18.36628177,25.26504066
Putnam,Florida,0.1786548663,1.456724294,2.061402303,4.658769205,17.32952203,24.37951791
Santa Rosa,Florida,0.2112155455,0.9035331667,1.419837833,3.479189402,19.23821593,27.33481184
Sarasota,Florida,0.1625645405,0.854070422,1.526165612,3.595830583,13.20654917,17.45263791
Seminole,Florida,0.1933700443,0.8328096228,1.063535244,5.638494702,14.1050263,17.59227926
St. Johns,Florida,0.2590200549,0.8832159251,1.087034985,4.025426428,13.45205794,18.3479616
St. Lucie,Florida,0.1014427781,0.8082698771,1.515096976,5.641527401,16.04432068,22.82462507
Sumter,Florida,0.3884329623,1.495880131,2.090926371,2.851263234,8.743873916,15.27285349
Suwannee,Florida,0.06829979055,2.95965759,3.802021674,11.36053183,24.63345779,55.34559694
Volusia,Florida,0.1307724673,0.8566544233,1.383534799,3.989507879,12.71146287,17.51972011
Wakulla,Florida,0.03137058067,0.7215233554,1.066599743,1.88223484,17.72437808,27.79433447
Walton,Florida,0.2429469465,0.5769989978,1.730996994,3.720125118,17.44662759,24.84132528
