fips_code,county,state,date,cases,deaths
01001,Autauga,Alabama,2020-08-30,1438,23
01003,Baldwin,Alabama,2020-08-30,4525,40
01005,Barbour,Alabama,2020-08-30,757,7
01007,Bibb,Alabama,2020-08-30,550,7
01009,Blount,Alabama,2020-08-30,1277,10
01011,Bullock,Alabama,2020-08-30,550,14
01013,Butler,Alabama,2020-08-30,864,37
01015,Calhoun,Alabama,2020-08-30,2533,35
01017,Chambers,Alabama,2020-08-30,1027,40
01019,Cherokee,Alabama,2020-08-30,404,12
01021,Chilton,Alabama,2020-08-30,1178,13
01023,Choctaw,Alabama,2020-08-30,326,12
01025,Clarke,Alabama,2020-08-30,988,14
01027,Clay,Alabama,2020-08-30,370,6
01029,Cleburne,Alabama,2020-08-30,204,5
01031,Coffee,Alabama,2020-08-30,1079,7
01033,Colbert,Alabama,2020-08-30,1456,22
01035,Conecuh,Alabama,2020-08-30,484,11
01037,Coosa,Alabama,2020-08-30,135,3
01039,Covington,Alabama,2020-08-30,1091,26
01041,Crenshaw,Alabama,2020-08-30,466,27
01043,Cullman,Alabama,2020-08-30,1627,14
01045,Dale,Alabama,2020-08-30,1093,37
01047,Dallas,Alabama,2020-08-30,1614,25
01049,DeKalb,Alabama,2020-08-30,2144,16
01051,Elmore,Alabama,2020-08-30,2183,44
01053,Escambia,Alabama,2020-08-30,1402,22
01055,Etowah,Alabama,2020-08-30,2790,39
01057,Fayette,Alabama,2020-08-30,313,6
01059,Franklin,Alabama,2020-08-30,1562,27
01061,Geneva,Alabama,2020-08-30,430,4
01063,Greene,Alabama,2020-08-30,284,15
01065,Hale,Alabama,2020-08-30,558,28
01067,Henry,Alabama,2020-08-30,365,4
01069,Houston,Alabama,2020-08-30,2039,18
01071,Jackson,Alabama,2020-08-30,1317,9
01073,Jefferson,Alabama,2020-08-30,16278,303
01075,Lamar,Alabama,2020-08-30,289,2
01077,Lauderdale,Alabama,2020-08-30,1429,23
01079,Lawrence,Alabama,2020-08-30,472,5
01081,Lee,Alabama,2020-08-30,4451,54
01083,Limestone,Alabama,2020-08-30,1678,16
01085,Lowndes,Alabama,2020-08-30,619,26
01087,Macon,Alabama,2020-08-30,432,19
01089,Madison,Alabama,2020-08-30,6428,52
01091,Marengo,Alabama,2020-08-30,638,18
01093,Marion,Alabama,2020-08-30,786,28
01095,Marshall,Alabama,2020-08-30,3616,42
01097,Mobile,Alabama,2020-08-30,12197,260
01099,Monroe,Alabama,2020-08-30,544,7
01101,Montgomery,Alabama,2020-08-30,7976,163
01103,Morgan,Alabama,2020-08-30,2902,24
01105,Perry,Alabama,2020-08-30,516,5
01107,Pickens,Alabama,2020-08-30,560,11
01109,Pike,Alabama,2020-08-30,958,8
01111,Randolph,Alabama,2020-08-30,510,12
01113,Russell,Alabama,2020-08-30,1614,2
01117,Shelby,Alabama,2020-08-30,4527,47
01115,St. Clair,Alabama,2020-08-30,1833,28
01119,Sumter,Alabama,2020-08-30,403,19
01121,Talladega,Alabama,2020-08-30,1752,20
01123,Tallapoosa,Alabama,2020-08-30,1044,82
01125,Tuscaloosa,Alabama,2020-08-30,5848,97
01127,Walker,Alabama,2020-08-30,1907,75
01129,Washington,Alabama,2020-08-30,518,13
01131,Wilcox,Alabama,2020-08-30,514,11
01133,Winston,Alabama,2020-08-30,573,11
02013,Aleutians East Borough,Alaska,2020-08-30,4,0
02016,Aleutians West Census Area,Alaska,2020-08-30,92,0
02020,Anchorage,Alaska,2020-08-30,3109,21
02050,Bethel Census Area,Alaska,2020-08-30,64,1
02060,Bristol Bay Borough,Alaska,2020-08-30,68,0
02068,Denali Borough,Alaska,2020-08-30,4,0
02070,Dillingham Census Area,Alaska,2020-08-30,26,0
02090,Fairbanks North Star Borough,Alaska,2020-08-30,680,8
02100,Haines Borough,Alaska,2020-08-30,10,0
02110,Juneau City and Borough,Alaska,2020-08-30,256,0
02122,Kenai Peninsula Borough,Alaska,2020-08-30,568,1
02130,Ketchikan Gateway Borough,Alaska,2020-08-30,62,0
02150,Kodiak Island Borough,Alaska,2020-08-30,57,0
02158,Kusilvak Census Area,Alaska,2020-08-30,8,0
02164,Lake and Peninsula Borough,Alaska,2020-08-30,5,0
02170,Matanuska-Susitna Borough,Alaska,2020-08-30,482,2
02180,Nome Census Area,Alaska,2020-08-30,43,0
02185,North Slope Borough,Alaska,2020-08-30,43,0
02188,Northwest Arctic Borough,Alaska,2020-08-30,66,0
02195,Petersburg Borough,Alaska,2020-08-30,11,0
02198,Prince of Wales-Hyder Census Area,Alaska,2020-08-30,25,0
02220,Sitka City and Borough,Alaska,2020-08-30,51,0
02240,Southeast Fairbanks Census Area,Alaska,2020-08-30,32,0
NA,Unknown,Alaska,2020-08-30,59,0
02261,Valdez-Cordova Census Area,Alaska,2020-08-30,121,0
02275,Wrangell City and Borough,Alaska,2020-08-30,17,0
02290,Yukon-Koyukuk Census Area,Alaska,2020-08-30,73,1
04001,Apache,Arizona,2020-08-30,3338,154
04003,Cochise,Arizona,2020-08-30,1818,62
04005,Coconino,Arizona,2020-08-30,3318,125
04007,Gila,Arizona,2020-08-30,1106,47
04009,Graham,Arizona,2020-08-30,714,22
04011,Greenlee,Arizona,2020-08-30,58,2
04012,La Paz,Arizona,2020-08-30,498,15
04013,Maricopa,Arizona,2020-08-30,133641,2962
04015,Mohave,Arizona,2020-08-30,3606,206
04017,Navajo,Arizona,2020-08-30,5598,220
04019,Pima,Arizona,2020-08-30,21189,576
04021,Pinal,Arizona,2020-08-30,9524,186
04023,Santa Cruz,Arizona,2020-08-30,2754,57
04025,Yavapai,Arizona,2020-08-30,2303,78
04027,Yuma,Arizona,2020-08-30,12230,321
05001,Arkansas,Arkansas,2020-08-30,282,3
05003,Ashley,Arkansas,2020-08-30,388,7
05005,Baxter,Arkansas,2020-08-30,137,0
05007,Benton,Arkansas,2020-08-30,5334,51
05009,Boone,Arkansas,2020-08-30,356,3
05011,Bradley,Arkansas,2020-08-30,289,5
05013,Calhoun,Arkansas,2020-08-30,23,0
05015,Carroll,Arkansas,2020-08-30,465,7
05017,Chicot,Arkansas,2020-08-30,962,10
05019,Clark,Arkansas,2020-08-30,229,3
05021,Clay,Arkansas,2020-08-30,180,6
05023,Cleburne,Arkansas,2020-08-30,258,7
05025,Cleveland,Arkansas,2020-08-30,136,3
05027,Columbia,Arkansas,2020-08-30,293,15
05029,Conway,Arkansas,2020-08-30,202,3
05031,Craighead,Arkansas,2020-08-30,1851,15
05033,Crawford,Arkansas,2020-08-30,916,9
05035,Crittenden,Arkansas,2020-08-30,1641,34
05037,Cross,Arkansas,2020-08-30,275,5
05039,Dallas,Arkansas,2020-08-30,127,2
05041,Desha,Arkansas,2020-08-30,239,5
05043,Drew,Arkansas,2020-08-30,303,4
05045,Faulkner,Arkansas,2020-08-30,1679,8
05047,Franklin,Arkansas,2020-08-30,162,2
05049,Fulton,Arkansas,2020-08-30,69,0
05051,Garland,Arkansas,2020-08-30,1407,29
05053,Grant,Arkansas,2020-08-30,192,1
05055,Greene,Arkansas,2020-08-30,632,4
05057,Hempstead,Arkansas,2020-08-30,330,3
05059,Hot Spring,Arkansas,2020-08-30,1717,20
05061,Howard,Arkansas,2020-08-30,423,5
05063,Independence,Arkansas,2020-08-30,760,6
05065,Izard,Arkansas,2020-08-30,102,0
05067,Jackson,Arkansas,2020-08-30,182,1
05069,Jefferson,Arkansas,2020-08-30,2091,50
05071,Johnson,Arkansas,2020-08-30,754,4
05073,Lafayette,Arkansas,2020-08-30,66,2
05075,Lawrence,Arkansas,2020-08-30,248,10
05077,Lee,Arkansas,2020-08-30,1002,11
05079,Lincoln,Arkansas,2020-08-30,1600,13
05081,Little River,Arkansas,2020-08-30,278,14
05083,Logan,Arkansas,2020-08-30,364,1
05085,Lonoke,Arkansas,2020-08-30,717,4
05087,Madison,Arkansas,2020-08-30,295,2
05089,Marion,Arkansas,2020-08-30,44,0
05091,Miller,Arkansas,2020-08-30,601,7
05093,Mississippi,Arkansas,2020-08-30,1349,21
05095,Monroe,Arkansas,2020-08-30,94,0
05097,Montgomery,Arkansas,2020-08-30,96,3
05099,Nevada,Arkansas,2020-08-30,162,12
05101,Newton,Arkansas,2020-08-30,120,15
05103,Ouachita,Arkansas,2020-08-30,157,4
05105,Perry,Arkansas,2020-08-30,63,1
05107,Phillips,Arkansas,2020-08-30,404,9
05109,Pike,Arkansas,2020-08-30,174,1
05111,Poinsett,Arkansas,2020-08-30,486,6
05113,Polk,Arkansas,2020-08-30,224,3
05115,Pope,Arkansas,2020-08-30,1732,14
05117,Prairie,Arkansas,2020-08-30,115,0
05119,Pulaski,Arkansas,2020-08-30,7024,105
05121,Randolph,Arkansas,2020-08-30,309,12
05125,Saline,Arkansas,2020-08-30,1567,12
05127,Scott,Arkansas,2020-08-30,86,0
05129,Searcy,Arkansas,2020-08-30,100,0
05131,Sebastian,Arkansas,2020-08-30,2862,33
05133,Sevier,Arkansas,2020-08-30,1157,12
05135,Sharp,Arkansas,2020-08-30,147,5
05123,St. Francis,Arkansas,2020-08-30,1344,4
05137,Stone,Arkansas,2020-08-30,194,2
05139,Union,Arkansas,2020-08-30,690,19
NA,Unknown,Arkansas,2020-08-30,904,0
05141,Van Buren,Arkansas,2020-08-30,118,2
05143,Washington,Arkansas,2020-08-30,6883,61
05145,White,Arkansas,2020-08-30,524,11
05147,Woodruff,Arkansas,2020-08-30,27,0
05149,Yell,Arkansas,2020-08-30,1143,23
06001,Alameda,California,2020-08-30,18061,258
06003,Alpine,California,2020-08-30,2,0
06005,Amador,California,2020-08-30,238,14
06007,Butte,California,2020-08-30,1948,23
06009,Calaveras,California,2020-08-30,236,2
06011,Colusa,California,2020-08-30,441,6
06013,Contra Costa,California,2020-08-30,13802,175
06015,Del Norte,California,2020-08-30,122,1
06017,El Dorado,California,2020-08-30,958,2
06019,Fresno,California,2020-08-30,24821,263
06021,Glenn,California,2020-08-30,437,3
06023,Humboldt,California,2020-08-30,368,4
06025,Imperial,California,2020-08-30,10667,292
06027,Inyo,California,2020-08-30,160,13
06029,Kern,California,2020-08-30,29230,286
06031,Kings,California,2020-08-30,6284,72
06033,Lake,California,2020-08-30,329,4
06035,Lassen,California,2020-08-30,715,0
06037,Los Angeles,California,2020-08-30,240749,5769
06039,Madera,California,2020-08-30,3674,54
06041,Marin,California,2020-08-30,6143,95
06043,Mariposa,California,2020-08-30,73,2
06045,Mendocino,California,2020-08-30,696,17
06047,Merced,California,2020-08-30,7890,115
06049,Modoc,California,2020-08-30,9,0
06051,Mono,California,2020-08-30,162,2
06053,Monterey,California,2020-08-30,7850,56
06055,Napa,California,2020-08-30,1414,13
06057,Nevada,California,2020-08-30,442,5
06059,Orange,California,2020-08-30,48444,979
06061,Placer,California,2020-08-30,2973,32
06063,Plumas,California,2020-08-30,39,0
06065,Riverside,California,2020-08-30,51918,1007
06067,Sacramento,California,2020-08-30,17587,274
06069,San Benito,California,2020-08-30,1090,8
06071,San Bernardino,California,2020-08-30,47373,716
06073,San Diego,California,2020-08-30,38363,682
06075,San Francisco,California,2020-08-30,9431,83
06077,San Joaquin,California,2020-08-30,17493,307
06079,San Luis Obispo,California,2020-08-30,2917,21
06081,San Mateo,California,2020-08-30,8074,131
06083,Santa Barbara,California,2020-08-30,8052,92
06085,Santa Clara,California,2020-08-30,17013,245
06087,Santa Cruz,California,2020-08-30,1746,7
06089,Shasta,California,2020-08-30,562,12
06091,Sierra,California,2020-08-30,6,0
06093,Siskiyou,California,2020-08-30,128,0
06095,Solano,California,2020-08-30,5393,46
06097,Sonoma,California,2020-08-30,5654,78
06099,Stanislaus,California,2020-08-30,14544,255
06101,Sutter,California,2020-08-30,1368,10
06103,Tehama,California,2020-08-30,417,1
06105,Trinity,California,2020-08-30,12,0
06107,Tulare,California,2020-08-30,13890,232
06109,Tuolumne,California,2020-08-30,181,2
06111,Ventura,California,2020-08-30,10705,115
06113,Yolo,California,2020-08-30,2386,52
06115,Yuba,California,2020-08-30,909,6
08001,Adams,Colorado,2020-08-30,7541,197
08003,Alamosa,Colorado,2020-08-30,238,9
08005,Arapahoe,Colorado,2020-08-30,8195,367
08007,Archuleta,Colorado,2020-08-30,47,0
08009,Baca,Colorado,2020-08-30,16,0
08011,Bent,Colorado,2020-08-30,11,0
08013,Boulder,Colorado,2020-08-30,2295,79
08014,Broomfield,Colorado,2020-08-30,532,33
08015,Chaffee,Colorado,2020-08-30,316,19
08017,Cheyenne,Colorado,2020-08-30,9,0
08019,Clear Creek,Colorado,2020-08-30,35,1
08021,Conejos,Colorado,2020-08-30,31,0
08023,Costilla,Colorado,2020-08-30,32,0
08025,Crowley,Colorado,2020-08-30,73,1
08027,Custer,Colorado,2020-08-30,17,0
08029,Delta,Colorado,2020-08-30,162,2
08031,Denver,Colorado,2020-08-30,11225,429
08033,Dolores,Colorado,2020-08-30,2,0
08035,Douglas,Colorado,2020-08-30,2088,60
08037,Eagle,Colorado,2020-08-30,1179,9
08041,El Paso,Colorado,2020-08-30,6030,153
08039,Elbert,Colorado,2020-08-30,121,2
08043,Fremont,Colorado,2020-08-30,157,0
08045,Garfield,Colorado,2020-08-30,839,4
08047,Gilpin,Colorado,2020-08-30,17,0
08049,Grand,Colorado,2020-08-30,62,1
08051,Gunnison,Colorado,2020-08-30,290,7
08053,Hinsdale,Colorado,2020-08-30,3,0
08055,Huerfano,Colorado,2020-08-30,9,1
08057,Jackson,Colorado,2020-08-30,9,0
08059,Jefferson,Colorado,2020-08-30,4777,237
08063,Kit Carson,Colorado,2020-08-30,74,3
08067,La Plata,Colorado,2020-08-30,240,2
08065,Lake,Colorado,2020-08-30,80,0
08069,Larimer,Colorado,2020-08-30,1938,42
08071,Las Animas,Colorado,2020-08-30,20,0
08073,Lincoln,Colorado,2020-08-30,8,0
08075,Logan,Colorado,2020-08-30,684,5
08077,Mesa,Colorado,2020-08-30,407,5
08079,Mineral,Colorado,2020-08-30,19,0
08081,Moffat,Colorado,2020-08-30,34,1
08083,Montezuma,Colorado,2020-08-30,124,5
08085,Montrose,Colorado,2020-08-30,342,13
08087,Morgan,Colorado,2020-08-30,713,48
08089,Otero,Colorado,2020-08-30,82,6
08091,Ouray,Colorado,2020-08-30,23,1
08093,Park,Colorado,2020-08-30,43,1
08095,Phillips,Colorado,2020-08-30,19,0
08097,Pitkin,Colorado,2020-08-30,197,2
08099,Prowers,Colorado,2020-08-30,84,0
08101,Pueblo,Colorado,2020-08-30,866,34
08103,Rio Blanco,Colorado,2020-08-30,23,0
08105,Rio Grande,Colorado,2020-08-30,94,2
08107,Routt,Colorado,2020-08-30,132,8
08109,Saguache,Colorado,2020-08-30,110,2
08111,San Juan,Colorado,2020-08-30,4,0
08113,San Miguel,Colorado,2020-08-30,93,0
08115,Sedgwick,Colorado,2020-08-30,12,1
08117,Summit,Colorado,2020-08-30,363,4
08119,Teller,Colorado,2020-08-30,162,3
08121,Washington,Colorado,2020-08-30,53,0
08123,Weld,Colorado,2020-08-30,4051,146
08125,Yuma,Colorado,2020-08-30,63,0
09001,Fairfield,Connecticut,2020-08-30,18774,1413
09003,Hartford,Connecticut,2020-08-30,13392,1426
09005,Litchfield,Connecticut,2020-08-30,1688,139
09007,Middlesex,Connecticut,2020-08-30,1446,192
09009,New Haven,Connecticut,2020-08-30,13622,1109
09011,New London,Connecticut,2020-08-30,1554,106
09013,Tolland,Connecticut,2020-08-30,1126,65
NA,Unknown,Connecticut,2020-08-30,104,0
09015,Windham,Connecticut,2020-08-30,789,15
10001,Kent,Delaware,2020-08-30,2608,109
10003,New Castle,Delaware,2020-08-30,8139,300
10005,Sussex,Delaware,2020-08-30,6317,195
NA,Unknown,Delaware,2020-08-30,279,0
11001,District of Columbia,District of Columbia,2020-08-30,13959,606
12001,Alachua,Florida,2020-08-30,5193,33
12003,Baker,Florida,2020-08-30,1151,5
12005,Bay,Florida,2020-08-30,5355,78
12007,Bradford,Florida,2020-08-30,729,5
12009,Brevard,Florida,2020-08-30,7201,210
12011,Broward,Florida,2020-08-30,70950,1183
12013,Calhoun,Florida,2020-08-30,568,8
12015,Charlotte,Florida,2020-08-30,2656,110
12017,Citrus,Florida,2020-08-30,2082,57
12019,Clay,Florida,2020-08-30,3960,76
12021,Collier,Florida,2020-08-30,11604,176
12023,Columbia,Florida,2020-08-30,3335,33
12027,DeSoto,Florida,2020-08-30,1478,22
12029,Dixie,Florida,2020-08-30,712,4
12031,Duval,Florida,2020-08-30,26391,254
12033,Escambia,Florida,2020-08-30,11151,186
12035,Flagler,Florida,2020-08-30,1310,15
12037,Franklin,Florida,2020-08-30,542,3
12039,Gadsden,Florida,2020-08-30,2316,31
12041,Gilchrist,Florida,2020-08-30,460,10
12043,Glades,Florida,2020-08-30,454,3
12045,Gulf,Florida,2020-08-30,824,11
12047,Hamilton,Florida,2020-08-30,697,6
12049,Hardee,Florida,2020-08-30,1092,9
12051,Hendry,Florida,2020-08-30,1969,39
12053,Hernando,Florida,2020-08-30,2601,83
12055,Highlands,Florida,2020-08-30,1821,67
12057,Hillsborough,Florida,2020-08-30,37013,547
12059,Holmes,Florida,2020-08-30,622,5
12061,Indian River,Florida,2020-08-30,2834,98
12063,Jackson,Florida,2020-08-30,2335,66
12065,Jefferson,Florida,2020-08-30,498,6
12067,Lafayette,Florida,2020-08-30,1202,7
12069,Lake,Florida,2020-08-30,6385,116
12071,Lee,Florida,2020-08-30,18633,418
12073,Leon,Florida,2020-08-30,6293,33
12075,Levy,Florida,2020-08-30,907,6
12077,Liberty,Florida,2020-08-30,433,7
12079,Madison,Florida,2020-08-30,867,14
12081,Manatee,Florida,2020-08-30,10418,258
12083,Marion,Florida,2020-08-30,8469,179
12085,Martin,Florida,2020-08-30,4450,114
12086,Miami-Dade,Florida,2020-08-30,156558,2403
12087,Monroe,Florida,2020-08-30,1727,16
12089,Nassau,Florida,2020-08-30,1659,19
12091,Okaloosa,Florida,2020-08-30,4133,77
12093,Okeechobee,Florida,2020-08-30,1239,15
12095,Orange,Florida,2020-08-30,35769,375
12097,Osceola,Florida,2020-08-30,11091,129
12099,Palm Beach,Florida,2020-08-30,41863,1117
12101,Pasco,Florida,2020-08-30,8028,174
12103,Pinellas,Florida,2020-08-30,19888,650
12105,Polk,Florida,2020-08-30,16894,442
12107,Putnam,Florida,2020-08-30,1774,37
12113,Santa Rosa,Florida,2020-08-30,4659,55
12115,Sarasota,Florida,2020-08-30,7193,202
12117,Seminole,Florida,2020-08-30,8006,172
12109,St. Johns,Florida,2020-08-30,4321,57
12111,St. Lucie,Florida,2020-08-30,6975,235
12119,Sumter,Florida,2020-08-30,1848,50
12121,Suwannee,Florida,2020-08-30,2431,60
12123,Taylor,Florida,2020-08-30,1199,5
12125,Union,Florida,2020-08-30,592,5
NA,Unknown,Florida,2020-08-30,998,0
12127,Volusia,Florida,2020-08-30,9244,189
12129,Wakulla,Florida,2020-08-30,886,7
12131,Walton,Florida,2020-08-30,1636,20
12133,Washington,Florida,2020-08-30,1006,16
13001,Appling,Georgia,2020-08-30,885,23
13003,Atkinson,Georgia,2020-08-30,405,3
13005,Bacon,Georgia,2020-08-30,516,8
13007,Baker,Georgia,2020-08-30,71,3
13009,Baldwin,Georgia,2020-08-30,1652,50
13011,Banks,Georgia,2020-08-30,370,6
13013,Barrow,Georgia,2020-08-30,1725,37
13015,Bartow,Georgia,2020-08-30,2426,70
13017,Ben Hill,Georgia,2020-08-30,620,13
13019,Berrien,Georgia,2020-08-30,379,6
13021,Bibb,Georgia,2020-08-30,5375,119
13023,Bleckley,Georgia,2020-08-30,349,16
13025,Brantley,Georgia,2020-08-30,304,8
13027,Brooks,Georgia,2020-08-30,476,21
13029,Bryan,Georgia,2020-08-30,855,9
13031,Bulloch,Georgia,2020-08-30,1919,21
13033,Burke,Georgia,2020-08-30,650,8
13035,Butts,Georgia,2020-08-30,564,40
13037,Calhoun,Georgia,2020-08-30,227,7
13039,Camden,Georgia,2020-08-30,1013,7
13043,Candler,Georgia,2020-08-30,348,14
13045,Carroll,Georgia,2020-08-30,2310,61
13047,Catoosa,Georgia,2020-08-30,860,17
13049,Charlton,Georgia,2020-08-30,558,6
13051,Chatham,Georgia,2020-08-30,7012,121
13053,Chattahoochee,Georgia,2020-08-30,1113,2
13055,Chattooga,Georgia,2020-08-30,553,5
13057,Cherokee,Georgia,2020-08-30,4817,78
13059,Clarke,Georgia,2020-08-30,2842,26
13061,Clay,Georgia,2020-08-30,111,2
13063,Clayton,Georgia,2020-08-30,6458,137
13065,Clinch,Georgia,2020-08-30,285,4
13067,Cobb,Georgia,2020-08-30,16896,391
13069,Coffee,Georgia,2020-08-30,1775,37
13071,Colquitt,Georgia,2020-08-30,1751,26
13073,Columbia,Georgia,2020-08-30,3109,44
13075,Cook,Georgia,2020-08-30,508,11
13077,Coweta,Georgia,2020-08-30,2244,26
13079,Crawford,Georgia,2020-08-30,151,3
13081,Crisp,Georgia,2020-08-30,466,15
13083,Dade,Georgia,2020-08-30,192,3
13085,Dawson,Georgia,2020-08-30,669,7
13089,DeKalb,Georgia,2020-08-30,16498,298
13087,Decatur,Georgia,2020-08-30,986,21
13091,Dodge,Georgia,2020-08-30,323,6
13093,Dooly,Georgia,2020-08-30,283,14
13095,Dougherty,Georgia,2020-08-30,2977,179
13097,Douglas,Georgia,2020-08-30,3154,64
13099,Early,Georgia,2020-08-30,409,32
13101,Echols,Georgia,2020-08-30,234,2
13103,Effingham,Georgia,2020-08-30,1054,16
13105,Elbert,Georgia,2020-08-30,464,1
13107,Emanuel,Georgia,2020-08-30,765,22
13109,Evans,Georgia,2020-08-30,360,5
13111,Fannin,Georgia,2020-08-30,439,8
13113,Fayette,Georgia,2020-08-30,1568,38
13115,Floyd,Georgia,2020-08-30,2269,31
13117,Forsyth,Georgia,2020-08-30,3079,33
13119,Franklin,Georgia,2020-08-30,537,11
13121,Fulton,Georgia,2020-08-30,24801,515
13123,Gilmer,Georgia,2020-08-30,745,7
13125,Glascock,Georgia,2020-08-30,34,2
13127,Glynn,Georgia,2020-08-30,3032,70
13129,Gordon,Georgia,2020-08-30,1522,29
13131,Grady,Georgia,2020-08-30,662,12
13133,Greene,Georgia,2020-08-30,433,16
13135,Gwinnett,Georgia,2020-08-30,24182,333
13137,Habersham,Georgia,2020-08-30,1327,63
13139,Hall,Georgia,2020-08-30,7605,125
13141,Hancock,Georgia,2020-08-30,356,39
13143,Haralson,Georgia,2020-08-30,330,7
13145,Harris,Georgia,2020-08-30,723,21
13147,Hart,Georgia,2020-08-30,408,10
13149,Heard,Georgia,2020-08-30,169,5
13151,Henry,Georgia,2020-08-30,4399,78
13153,Houston,Georgia,2020-08-30,2616,67
13155,Irwin,Georgia,2020-08-30,220,4
13157,Jackson,Georgia,2020-08-30,1480,25
13159,Jasper,Georgia,2020-08-30,195,3
13161,Jeff Davis,Georgia,2020-08-30,639,11
13163,Jefferson,Georgia,2020-08-30,654,16
13165,Jenkins,Georgia,2020-08-30,309,25
13167,Johnson,Georgia,2020-08-30,312,13
13169,Jones,Georgia,2020-08-30,449,5
13171,Lamar,Georgia,2020-08-30,323,16
13173,Lanier,Georgia,2020-08-30,247,5
13175,Laurens,Georgia,2020-08-30,1323,45
13177,Lee,Georgia,2020-08-30,660,24
13179,Liberty,Georgia,2020-08-30,929,17
13181,Lincoln,Georgia,2020-08-30,192,7
13183,Long,Georgia,2020-08-30,184,3
13185,Lowndes,Georgia,2020-08-30,3468,65
13187,Lumpkin,Georgia,2020-08-30,701,12
13193,Macon,Georgia,2020-08-30,205,10
13195,Madison,Georgia,2020-08-30,532,8
13197,Marion,Georgia,2020-08-30,169,6
13189,McDuffie,Georgia,2020-08-30,512,12
13191,McIntosh,Georgia,2020-08-30,245,5
13199,Meriwether,Georgia,2020-08-30,481,9
13201,Miller,Georgia,2020-08-30,212,0
13205,Mitchell,Georgia,2020-08-30,710,44
13207,Monroe,Georgia,2020-08-30,591,41
13209,Montgomery,Georgia,2020-08-30,213,3
13211,Morgan,Georgia,2020-08-30,414,2
13213,Murray,Georgia,2020-08-30,708,3
13215,Muscogee,Georgia,2020-08-30,5440,134
13217,Newton,Georgia,2020-08-30,2295,60
13219,Oconee,Georgia,2020-08-30,551,20
13221,Oglethorpe,Georgia,2020-08-30,280,9
13223,Paulding,Georgia,2020-08-30,2262,34
13225,Peach,Georgia,2020-08-30,564,16
13227,Pickens,Georgia,2020-08-30,517,6
13229,Pierce,Georgia,2020-08-30,518,12
13231,Pike,Georgia,2020-08-30,276,8
13233,Polk,Georgia,2020-08-30,1212,15
13235,Pulaski,Georgia,2020-08-30,210,7
13237,Putnam,Georgia,2020-08-30,610,20
13239,Quitman,Georgia,2020-08-30,33,1
13241,Rabun,Georgia,2020-08-30,278,5
13243,Randolph,Georgia,2020-08-30,310,27
13245,Richmond,Georgia,2020-08-30,5965,125
13247,Rockdale,Georgia,2020-08-30,1638,32
13249,Schley,Georgia,2020-08-30,94,2
13251,Screven,Georgia,2020-08-30,281,9
13253,Seminole,Georgia,2020-08-30,282,8
13255,Spalding,Georgia,2020-08-30,1163,50
13257,Stephens,Georgia,2020-08-30,820,26
13259,Stewart,Georgia,2020-08-30,354,11
13261,Sumter,Georgia,2020-08-30,852,59
13263,Talbot,Georgia,2020-08-30,154,5
13265,Taliaferro,Georgia,2020-08-30,19,0
13267,Tattnall,Georgia,2020-08-30,671,7
13269,Taylor,Georgia,2020-08-30,156,7
13271,Telfair,Georgia,2020-08-30,347,13
13273,Terrell,Georgia,2020-08-30,318,31
13275,Thomas,Georgia,2020-08-30,1396,49
13277,Tift,Georgia,2020-08-30,1499,49
13279,Toombs,Georgia,2020-08-30,1056,17
13281,Towns,Georgia,2020-08-30,204,6
13283,Treutlen,Georgia,2020-08-30,204,4
13285,Troup,Georgia,2020-08-30,2588,84
13287,Turner,Georgia,2020-08-30,277,19
13289,Twiggs,Georgia,2020-08-30,165,7
13291,Union,Georgia,2020-08-30,474,10
NA,Unknown,Georgia,2020-08-30,2598,4
13293,Upson,Georgia,2020-08-30,659,55
13295,Walker,Georgia,2020-08-30,1025,21
13297,Walton,Georgia,2020-08-30,1458,47
13299,Ware,Georgia,2020-08-30,1333,44
13301,Warren,Georgia,2020-08-30,117,5
13303,Washington,Georgia,2020-08-30,609,4
13305,Wayne,Georgia,2020-08-30,954,25
13307,Webster,Georgia,2020-08-30,38,2
13309,Wheeler,Georgia,2020-08-30,147,5
13311,White,Georgia,2020-08-30,511,13
13313,Whitfield,Georgia,2020-08-30,3971,51
13315,Wilcox,Georgia,2020-08-30,222,20
13317,Wilkes,Georgia,2020-08-30,222,3
13319,Wilkinson,Georgia,2020-08-30,290,17
13321,Worth,Georgia,2020-08-30,497,28
15001,Hawaii,Hawaii,2020-08-30,340,0
15003,Honolulu,Hawaii,2020-08-30,7584,54
15007,Kauai,Hawaii,2020-08-30,57,0
15009,Maui,Hawaii,2020-08-30,334,8
16001,Ada,Idaho,2020-08-30,11109,125
16003,Adams,Idaho,2020-08-30,25,0
16005,Bannock,Idaho,2020-08-30,666,2
16007,Bear Lake,Idaho,2020-08-30,37,0
16009,Benewah,Idaho,2020-08-30,110,1
16011,Bingham,Idaho,2020-08-30,470,6
16013,Blaine,Idaho,2020-08-30,605,6
16015,Boise,Idaho,2020-08-30,61,1
16017,Bonner,Idaho,2020-08-30,220,0
16019,Bonneville,Idaho,2020-08-30,1789,10
16021,Boundary,Idaho,2020-08-30,43,1
16023,Butte,Idaho,2020-08-30,19,0
16025,Camas,Idaho,2020-08-30,4,0
16027,Canyon,Idaho,2020-08-30,7205,76
16029,Caribou,Idaho,2020-08-30,43,0
16031,Cassia,Idaho,2020-08-30,581,4
16033,Clark,Idaho,2020-08-30,21,0
16035,Clearwater,Idaho,2020-08-30,21,0
